Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Gender,Highest education level completed,Political affiliation (uk),Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69156bd874a7771e3088af3e,65aea1ad4ec9136d74dc5095,AWAITING REVIEW,Not Applicable,2025-11-13T05:25:52.640000Z,2025-11-13T05:40:26.012000Z,,2025-11-13T05:40:26.431066Z,874.0,CBN3YT5G,1968,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Right,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69156c79defdd9d35a5ca9f1,59a3b1a35fd74b0001abf9c1,AWAITING REVIEW,Not Applicable,2025-11-13T05:36:54.557000Z,2025-11-13T06:07:01.383000Z,,2025-11-13T06:07:01.748557Z,1807.0,CBN3YT5G,4426,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69156cc5b66cf7fa6113cfea,654e555a3a0310fc21aee9ce,AWAITING REVIEW,Not Applicable,2025-11-13T05:38:36.027000Z,2025-11-13T06:14:38.578000Z,,2025-11-13T06:14:38.984477Z,2163.0,CBN3YT5G,1793,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,30,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69156ed381f0e747e992b3a6,67e95b4ce056cb97ac8a5c21,AWAITING REVIEW,Not Applicable,2025-11-13T05:38:49.823000Z,2025-11-13T06:10:36.931000Z,,2025-11-13T06:10:37.348061Z,1908.0,CBN3YT5G,1825,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Centre,30,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69156f846513f77ec6a13af1,665ee374604d2c5d4d858efd,AWAITING REVIEW,Not Applicable,2025-11-13T05:41:28.248000Z,2025-11-13T06:04:27.580000Z,,2025-11-13T06:04:27.968599Z,1380.0,CBN3YT5G,2376,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Right,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
69156fa039ae0f1d2c60cb9d,637fcee60a8378c1c3a65898,AWAITING REVIEW,Not Applicable,2025-11-13T05:41:59.189000Z,2025-11-13T06:08:47.718000Z,,2025-11-13T06:08:48.126322Z,1609.0,CBN3YT5G,2576,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Right,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69156feaec804308b56e708d,5affe1f4331e8100018f1d45,AWAITING REVIEW,Not Applicable,2025-11-13T05:43:06.265000Z,2025-11-13T06:36:34.527000Z,,2025-11-13T06:36:34.912359Z,3209.0,CBN3YT5G,3106,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),N/A,61,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Other
691571b6b970b1bbab0102c1,5f5e33a37fa7566accb4e6ac,AWAITING REVIEW,Not Applicable,2025-11-13T05:50:51.696000Z,2025-11-13T06:19:30.961000Z,,2025-11-13T06:19:31.362628Z,1720.0,CBN3YT5G,977,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Left,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
69157234acebffaac0da2ef5,667be3b3495a08369501bcbb,AWAITING REVIEW,Not Applicable,2025-11-13T05:53:03.789000Z,2025-11-13T06:11:35.449000Z,,2025-11-13T06:11:35.874727Z,1112.0,CBN3YT5G,1586,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915743b8129ce86f4bbbf1c,669e58ff5a1c84c90a37a962,AWAITING REVIEW,Not Applicable,2025-11-13T06:01:48.512000Z,2025-11-13T06:29:32.310000Z,,2025-11-13T06:29:32.692444Z,1664.0,CBN3YT5G,829,Woman (including Trans Female/Trans Woman),Doctorate degree (PhD/other),Left,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915750663723fa7f5aa2656,665f3e69f83003c1df913675,AWAITING REVIEW,Not Applicable,2025-11-13T06:05:15.898000Z,2025-11-13T06:22:22.712000Z,,2025-11-13T06:22:23.128713Z,1027.0,CBN3YT5G,1269,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),N/A,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915794f88978f67bb1786db,59ff1a23f2e3460001eda6d5,AWAITING REVIEW,Not Applicable,2025-11-13T06:23:26.811000Z,2025-11-13T06:57:44.829000Z,,2025-11-13T06:57:45.211498Z,2059.0,CBN3YT5G,2064,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Left,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
69157e9387ed99f4a99dddc8,65e4a6bdde84e615dcac2651,AWAITING REVIEW,Not Applicable,2025-11-13T06:46:03.832000Z,2025-11-13T07:16:58.732000Z,,2025-11-13T07:16:59.163845Z,1855.0,CBN3YT5G,196,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,N/A,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69157ea9f078b28281df2eec,667da6ac378a8883e9c20227,AWAITING REVIEW,Not Applicable,2025-11-13T06:52:49.726000Z,2025-11-13T07:21:51.980000Z,,2025-11-13T07:21:52.374695Z,1743.0,CBN3YT5G,677,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69157eb2f68cc6379fb3235d,5ed62b33b663bd01d5aaa248,AWAITING REVIEW,Not Applicable,2025-11-13T06:46:24.525000Z,2025-11-13T07:03:22.136000Z,,2025-11-13T07:03:22.556425Z,1018.0,CBN3YT5G,1092,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,25,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
69157ec04961c965c0a08643,6706992f8333d548143af1db,AWAITING REVIEW,Not Applicable,2025-11-13T06:46:33.816000Z,2025-11-13T07:14:00.798000Z,,2025-11-13T07:14:01.209368Z,1647.0,CBN3YT5G,1315,Man (including Trans Male/Trans Man),High school diploma/A-levels,Centre,19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
69157ec46a13e4ff7b3ea8ac,6321d9c78e8e3c04f82a0ea0,AWAITING REVIEW,Not Applicable,2025-11-13T06:46:33.086000Z,2025-11-13T07:02:30.039000Z,,2025-11-13T07:02:30.456742Z,957.0,CBN3YT5G,3700,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Centre,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69157ecde550b69d2574c59c,5a6725d4c0d836000107f6e7,AWAITING REVIEW,Not Applicable,2025-11-13T06:50:18.014000Z,2025-11-13T07:26:28.354000Z,,2025-11-13T07:26:28.762920Z,2171.0,CBN3YT5G,5240,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Centre,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69157edefb778b892d0cfe1a,59e7232f24d7bf00012f112e,AWAITING REVIEW,Not Applicable,2025-11-13T06:47:27.758000Z,2025-11-13T07:28:58.852000Z,,2025-11-13T07:28:59.214251Z,2492.0,CBN3YT5G,5541,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69157ef1d3b8fdee8a74ca3c,638070625c26e262f2163254,AWAITING REVIEW,Not Applicable,2025-11-13T06:47:13.888000Z,2025-11-13T07:18:21.311000Z,,2025-11-13T07:18:21.761925Z,1868.0,CBN3YT5G,3016,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915816f12656b04df3a72c2,6716a80619cd18affe8270c4,AWAITING REVIEW,Not Applicable,2025-11-13T06:57:55.707000Z,2025-11-13T07:21:04.033000Z,,2025-11-13T07:21:04.455317Z,1389.0,CBN3YT5G,946,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Right,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
691582922eb551d82e63b9d2,663127d07fb81f5532bcfdad,AWAITING REVIEW,Not Applicable,2025-11-13T07:03:51.923000Z,2025-11-13T07:37:59.146000Z,,2025-11-13T07:37:59.536429Z,2048.0,CBN3YT5G,1873,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),N/A,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691582c71f4c0a367f173a63,660d6a1f4a7f1337de235daa,AWAITING REVIEW,Not Applicable,2025-11-13T07:03:44.343000Z,2025-11-13T07:50:45.607000Z,,2025-11-13T07:50:45.985732Z,2822.0,CBN3YT5G,2331,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,59,Female,Other,Malta,United Kingdom,United Kingdom,English,No,Other
6915854a2da38ac42d6ee9e3,5d3821f0ddea5a0001757f93,AWAITING REVIEW,Not Applicable,2025-11-13T07:14:25.489000Z,2025-11-13T07:46:10.132000Z,,2025-11-13T07:46:10.547634Z,1905.0,CBN3YT5G,4159,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691585ebb68855989ba9760b,63f12394a92cffe148daeb12,AWAITING REVIEW,Not Applicable,2025-11-13T07:17:06.996000Z,2025-11-13T07:41:17.158000Z,,2025-11-13T07:41:17.524166Z,1451.0,CBN3YT5G,1360,Woman (including Trans Female/Trans Woman),Technical/community college,Centre,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915864d45b0f1fe96262638,600eccf35bb4996e7d3c694f,AWAITING REVIEW,Not Applicable,2025-11-13T07:18:41.533000Z,2025-11-13T07:45:28.366000Z,,2025-11-13T07:45:28.750426Z,1607.0,CBN3YT5G,4102,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
691586e90964e6828e6eac07,66f46a8682979653eadb837f,AWAITING REVIEW,Not Applicable,2025-11-13T07:21:18.841000Z,2025-11-13T08:02:28.039000Z,,2025-11-13T08:02:28.449260Z,2470.0,CBN3YT5G,656,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915882f06c6261cca093f46,559bbbdafdf99b7ce19d5b3d,AWAITING REVIEW,Not Applicable,2025-11-13T07:26:43.698000Z,2025-11-13T07:52:03.156000Z,,2025-11-13T07:52:03.575970Z,1520.0,CBN3YT5G,3934,Man (including Trans Male/Trans Man),Technical/community college,Right,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691588c261b0793941f9fe17,677406a14c6e104dba32e029,AWAITING REVIEW,Not Applicable,2025-11-13T07:29:12.659000Z,2025-11-13T08:01:18.729000Z,,2025-11-13T08:01:19.111045Z,1927.0,CBN3YT5G,643,Woman (including Trans Female/Trans Woman),Doctorate degree (PhD/other),Left,37,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915891722564a481cc57355,5a1dcd14f2e3460001edcabf,AWAITING REVIEW,Not Applicable,2025-11-13T07:30:36.713000Z,2025-11-13T07:50:42.932000Z,,2025-11-13T07:50:43.314316Z,1207.0,CBN3YT5G,4564,Man (including Trans Male/Trans Man),Don't know / not applicable,N/A,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69158ade93f5c4ce58e28034,5de3d4fc1d61c93cd498bb92,AWAITING REVIEW,Not Applicable,2025-11-13T07:38:32.797000Z,2025-11-13T08:23:38.317000Z,,2025-11-13T08:23:38.675777Z,2706.0,CBN3YT5G,5075,Man (including Trans Male/Trans Man),High school diploma/A-levels,Right,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
69158ba4d76d1d8b2dc31d6b,5e57d38b533eec1818078f0b,AWAITING REVIEW,Not Applicable,2025-11-13T07:41:26.730000Z,2025-11-13T08:23:27.117000Z,,2025-11-13T08:23:27.591872Z,2521.0,CBN3YT5G,2491,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69158bef22564a481cc57378,67936ef71361a451201f9717,AWAITING REVIEW,Not Applicable,2025-11-13T07:42:43.224000Z,2025-11-13T08:07:28.001000Z,,2025-11-13T08:07:28.430141Z,1485.0,CBN3YT5G,2877,Man (including Trans Male/Trans Man),Technical/community college,Right,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69158ca0366fc0f0dc583b67,64481bca476d6bfbae2066e2,AWAITING REVIEW,Not Applicable,2025-11-13T07:46:43.879000Z,2025-11-13T08:33:32.161000Z,,2025-11-13T08:33:32.614874Z,2809.0,CBN3YT5G,1460,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69158cd47c390543fd43261e,67696d49d386c9789b03b1da,AWAITING REVIEW,Not Applicable,2025-11-13T07:46:34.127000Z,2025-11-13T08:14:22.217000Z,,2025-11-13T08:14:22.638944Z,1669.0,CBN3YT5G,1027,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Centre,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69158de1de13ca2bd6441722,67425ff05a1e573622ade37a,AWAITING REVIEW,Not Applicable,2025-11-13T07:51:04.780000Z,2025-11-13T08:23:11.726000Z,,2025-11-13T08:23:12.153268Z,1927.0,CBN3YT5G,1153,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,51,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69158e179b66a274bb577087,6151556ef73ba765c7ff55f6,AWAITING REVIEW,Not Applicable,2025-11-13T07:51:55.123000Z,2025-11-13T08:16:45.816000Z,,2025-11-13T08:16:46.244994Z,1491.0,CBN3YT5G,4684,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,43,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69158e258c6488f0c0178acf,5e93fa7d2654107440e3a663,AWAITING REVIEW,Not Applicable,2025-11-13T07:52:08.874000Z,2025-11-13T08:12:18.718000Z,,2025-11-13T08:12:19.121935Z,1210.0,CBN3YT5G,2248,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),N/A,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69159099e0ebcf9271a2ba1d,5db8ffe349e506000ab230e2,AWAITING REVIEW,Not Applicable,2025-11-13T08:02:37.769000Z,2025-11-13T08:29:50.889000Z,,2025-11-13T08:29:51.293793Z,1634.0,CBN3YT5G,2047,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,N/A,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
691590bd8bbf855731e93348,6777c88074566bdef374f9e5,AWAITING REVIEW,Not Applicable,2025-11-13T08:03:17.946000Z,2025-11-13T08:17:37.153000Z,,2025-11-13T08:17:37.578213Z,860.0,CBN3YT5G,566,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Left,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
691592ebcb68b23135aa7e02,660ea65b18972d0e6a14a896,AWAITING REVIEW,Not Applicable,2025-11-13T08:12:49.372000Z,2025-11-13T08:53:07.664000Z,,2025-11-13T08:53:08.038936Z,2419.0,CBN3YT5G,1272,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Left,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
69159307cb68b23135aa7e06,5ced66139b5b490001b688ed,AWAITING REVIEW,Not Applicable,2025-11-13T08:13:00.386000Z,2025-11-13T08:41:21.803000Z,,2025-11-13T08:41:22.223540Z,1702.0,CBN3YT5G,5224,Woman (including Trans Female/Trans Woman),Technical/community college,Left,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6915935ff2eda34e54a153e2,62b0702670857c45c05cdc4f,AWAITING REVIEW,Not Applicable,2025-11-13T08:14:26.630000Z,2025-11-13T08:41:28.164000Z,,2025-11-13T08:41:28.560305Z,1622.0,CBN3YT5G,1389,Man (including Trans Male/Trans Man),High school diploma/A-levels,Centre,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691593fb0a03ab5b4ca6a9e2,5cfbf333ac28dd00196e807b,AWAITING REVIEW,Not Applicable,2025-11-13T08:21:18.026000Z,2025-11-13T08:54:51.366000Z,,2025-11-13T08:54:51.777283Z,2014.0,CBN3YT5G,3669,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Left,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
691594277bc4bfdf4a18eb20,62b2080f8f89f2f15c47d9ba,AWAITING REVIEW,Not Applicable,2025-11-13T08:17:47.305000Z,2025-11-13T09:00:59.622000Z,,2025-11-13T09:01:00.016577Z,2593.0,CBN3YT5G,3637,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
6915957829b0320441f6dd58,66e4906547365a7208341b04,AWAITING REVIEW,Not Applicable,2025-11-13T08:23:33.751000Z,2025-11-13T08:53:12.583000Z,,2025-11-13T08:53:12.981497Z,1779.0,CBN3YT5G,250,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69159581d7b9dacfa7c653ad,6665e9f9b49082f6458c687d,AWAITING REVIEW,Not Applicable,2025-11-13T08:23:29.118000Z,2025-11-13T09:29:43.932000Z,,2025-11-13T09:29:44.309889Z,3975.0,CBN3YT5G,760,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Left,41,Male,Black,Ghana,United Kingdom,United Kingdom,English,Yes,Full-Time
6915958daac56252932ca30f,5d9750fe74d24900145633a7,AWAITING REVIEW,Not Applicable,2025-11-13T08:24:12.063000Z,2025-11-13T08:44:28.564000Z,,2025-11-13T08:44:28.937609Z,1217.0,CBN3YT5G,2558,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,55,Male,White,Romania,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69159704c61eebb66157f0ac,676054ef296caad582258e02,AWAITING REVIEW,Not Applicable,2025-11-13T08:30:01.700000Z,2025-11-13T08:49:34.166000Z,,2025-11-13T08:49:34.573837Z,1173.0,CBN3YT5G,1311,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
691597e74c131ebc975792dc,5f8ece6117db5206eafc8b73,AWAITING REVIEW,Not Applicable,2025-11-13T08:33:49.569000Z,2025-11-13T08:58:12.404000Z,,2025-11-13T08:58:12.759091Z,1463.0,CBN3YT5G,2409,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691599ba31d8906aee633150,5d0e091ccd9c9300191cb9c9,AWAITING REVIEW,Not Applicable,2025-11-13T08:41:35.892000Z,2025-11-13T09:08:02.949000Z,,2025-11-13T09:08:03.345901Z,1588.0,CBN3YT5G,2005,Woman (including Trans Female/Trans Woman),Technical/community college,Left,35,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691599bbe3aeb95f97671178,613dd5fb512aabe8d5d32393,AWAITING REVIEW,Not Applicable,2025-11-13T08:43:30.124000Z,2025-11-13T09:29:20.318000Z,,2025-11-13T09:29:20.737741Z,2751.0,CBN3YT5G,5377,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Centre,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
69159a74f50f9578b43b1bb7,6440ec657d3df6f5223edc73,AWAITING REVIEW,Not Applicable,2025-11-13T08:44:42.061000Z,2025-11-13T09:16:18.092000Z,,2025-11-13T09:16:18.878287Z,1897.0,CBN3YT5G,3782,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69159ba6599a7912d1c79a54,5bb627b7f047e200014ee3bd,AWAITING REVIEW,Not Applicable,2025-11-13T08:49:55.182000Z,2025-11-13T09:08:43.366000Z,,2025-11-13T09:08:43.912829Z,1129.0,CBN3YT5G,1629,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69159c7c0f6bf47d41ef13ac,67657d4bd50d390b8e785097,AWAITING REVIEW,Not Applicable,2025-11-13T08:53:30.648000Z,2025-11-13T09:20:50.819000Z,,2025-11-13T09:20:51.241765Z,1641.0,CBN3YT5G,380,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,31,Male,White,Australia,United Kingdom,United Kingdom,English,No,Full-Time
69159c7cc132e94d9dee10c8,67d443ba0bb671a8f2a938a7,AWAITING REVIEW,Not Applicable,2025-11-13T08:53:20.789000Z,2025-11-13T09:24:13.234000Z,,2025-11-13T09:24:13.704826Z,1853.0,CBN3YT5G,1360,Man (including Trans Male/Trans Man),Doctorate degree (PhD/other),N/A,29,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69159ce89f03bfbdd607f8a9,66fc6008cda3d277a8978dbf,AWAITING REVIEW,Not Applicable,2025-11-13T08:55:21.290000Z,2025-11-13T09:32:44.088000Z,,2025-11-13T09:32:44.527293Z,2243.0,CBN3YT5G,1190,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
69159dac2b9ac0747868f937,5d192384c1e685001a907257,AWAITING REVIEW,Not Applicable,2025-11-13T08:58:23.144000Z,2025-11-13T09:24:52.457000Z,,2025-11-13T09:24:52.861488Z,1590.0,CBN3YT5G,1877,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Centre,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69159e54d62e77af64a5e0e9,634d7250f674c11a71d1b88e,AWAITING REVIEW,Not Applicable,2025-11-13T09:01:17.259000Z,2025-11-13T09:31:17.526000Z,,2025-11-13T09:31:17.960560Z,1801.0,CBN3YT5G,2799,Man (including Trans Male/Trans Man),Technical/community college,Centre,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69159ffb52afccb87626196e,63d16bb09fbf6b74afb1a010,AWAITING REVIEW,Not Applicable,2025-11-13T09:08:11.036000Z,2025-11-13T09:21:07.616000Z,,2025-11-13T09:21:08.047559Z,777.0,CBN3YT5G,3920,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915a01c537f22570734f199,65804dc6b00fe596b885c595,AWAITING REVIEW,Not Applicable,2025-11-13T09:08:48.480000Z,2025-11-13T09:24:42.374000Z,,2025-11-13T09:24:42.749695Z,954.0,CBN3YT5G,2439,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915a1edd9e15895ef747d27,5cf66ed8912f0b0017c50b52,AWAITING REVIEW,Not Applicable,2025-11-13T09:16:36.186000Z,2025-11-13T09:45:35.658000Z,,2025-11-13T09:45:36.042304Z,1740.0,CBN3YT5G,1537,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Right,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6915a2f79157a5fed86001b9,601c277aabe00c6bc759bf69,AWAITING REVIEW,Not Applicable,2025-11-13T09:21:00.785000Z,2025-11-13T09:40:35.332000Z,,2025-11-13T09:40:35.746931Z,1175.0,CBN3YT5G,4447,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915a30348cbb55a6eca2d56,669677d986a5a20026bbf20e,AWAITING REVIEW,Not Applicable,2025-11-13T09:22:04.645000Z,2025-11-13T09:44:35.886000Z,,2025-11-13T09:44:36.301988Z,1352.0,CBN3YT5G,2137,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Left,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915a3c6972659b980c75a2c,59692f4467a8600001b714e1,AWAITING REVIEW,Not Applicable,2025-11-13T09:24:26.083000Z,2025-11-13T09:35:03.835000Z,,2025-11-13T09:35:04.295327Z,638.0,CBN3YT5G,3999,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Right,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915a41bc51146a2f8b8cd9c,5f689679cc2af84fa2c57263,AWAITING REVIEW,Not Applicable,2025-11-13T09:25:50.445000Z,2025-11-13T09:53:45.157000Z,,2025-11-13T09:53:45.612602Z,1675.0,CBN3YT5G,2234,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Right,37,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
6915a50ad8420807a919f469,5718a9c4dd9ef10013df01f0,AWAITING REVIEW,Not Applicable,2025-11-13T09:30:16.094000Z,2025-11-13T10:17:04.219000Z,,2025-11-13T10:17:04.648387Z,2809.0,CBN3YT5G,6190,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Centre,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915a575f9736a6bf7725427,5d94ce7b72b4550016906484,AWAITING REVIEW,Not Applicable,2025-11-13T09:31:37.543000Z,2025-11-13T09:53:57.782000Z,,2025-11-13T09:53:58.178486Z,1341.0,CBN3YT5G,967,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915a5bc17994e4c6ce15157,5a4a5db666e7880001de6366,AWAITING REVIEW,Not Applicable,2025-11-13T09:32:49.155000Z,2025-11-13T10:05:18.101000Z,,2025-11-13T10:05:18.476670Z,1949.0,CBN3YT5G,1489,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Centre,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
