Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Gender,Highest education level completed,Political affiliation (uk),Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69152f73a0560fa8a82a77b3,6671adcf4074ec7382ad560e,AWAITING REVIEW,Not Applicable,2025-11-13T01:08:24.100000Z,2025-11-13T01:45:48.656000Z,,2025-11-13T01:45:49.089759Z,2245.0,CBN3YT5G,683,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),N/A,36,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915301398af4e4e2edcb3fc,60e3a25e8be835f754795d93,AWAITING REVIEW,Not Applicable,2025-11-13T01:10:49.416000Z,2025-11-13T01:28:11.517000Z,,2025-11-13T01:28:11.960346Z,1043.0,CBN3YT5G,195,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
69153081fe05465e8aa2e028,60c5165878a82f763c29536a,AWAITING REVIEW,Not Applicable,2025-11-13T01:12:43.160000Z,2025-11-13T01:42:24.930000Z,,2025-11-13T01:42:25.354263Z,1782.0,CBN3YT5G,2141,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),N/A,29,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691532097c390543fd4321ab,67768a0af7aae658413a3ffd,AWAITING REVIEW,Not Applicable,2025-11-13T01:19:10.690000Z,2025-11-13T01:43:31.733000Z,,2025-11-13T01:43:32.131264Z,1462.0,CBN3YT5G,412,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Left,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915323462a9baa299257605,67045f273ed1a494b6504788,AWAITING REVIEW,Not Applicable,2025-11-13T01:19:51.253000Z,2025-11-13T01:43:17.615000Z,,2025-11-13T01:43:18.045757Z,1407.0,CBN3YT5G,560,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Centre,31,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915334555736f50eddd4a8b,67366d50b1a10d4f69e6a1ac,AWAITING REVIEW,Not Applicable,2025-11-13T01:26:00.873000Z,2025-11-13T01:53:07.142000Z,,2025-11-13T01:53:07.735063Z,1627.0,I did not receive one.,876,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Left,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
691534221b99860ac4cbadaf,67670879a6131dc6ec60ae91,AWAITING REVIEW,Not Applicable,2025-11-13T01:28:05.727000Z,2025-11-13T01:49:40.540000Z,,2025-11-13T01:49:40.958856Z,1295.0,CBN3YT5G,109,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
6915344f0c27e175798f58bb,596214729955ee00015bce36,AWAITING REVIEW,Not Applicable,2025-11-13T01:28:52.443000Z,2025-11-13T02:00:20.894000Z,,2025-11-13T02:00:21.333272Z,1889.0,CBN3YT5G,881,Man (including Trans Male/Trans Man),Doctorate degree (PhD/other),Left,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691534ff78079a7c0c59df3f,6048c1da4fb34916883f2e7d,AWAITING REVIEW,Not Applicable,2025-11-13T01:31:51.568000Z,2025-11-13T01:47:58.724000Z,,2025-11-13T01:47:59.114219Z,968.0,CBN3YT5G,1701,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,41,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69153633836c490b9f845764,586fabdf2bd3c900018599a9,AWAITING REVIEW,Not Applicable,2025-11-13T01:37:32.861000Z,2025-11-13T02:09:11.388000Z,,2025-11-13T02:09:11.827514Z,1899.0,CBN3YT5G,2383,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915378643d08edd7edbfc3a,5fcca7bf6a7182b003b32a36,AWAITING REVIEW,Not Applicable,2025-11-13T01:42:37.180000Z,2025-11-13T02:07:13.077000Z,,2025-11-13T02:07:13.546533Z,1476.0,CBN3YT5G,5714,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Right,53,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691537d938b6d0a796a08027,63d50d6a68d2e69f37d6c969,AWAITING REVIEW,Not Applicable,2025-11-13T01:43:58.810000Z,2025-11-13T02:05:59.942000Z,,2025-11-13T02:06:00.460580Z,1322.0,CBN3YT5G,237,Woman (including Trans Female/Trans Woman),Doctorate degree (PhD/other),Left,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691537deacebffaac0da286c,5c0430c71a20110001e9b05a,AWAITING REVIEW,Not Applicable,2025-11-13T01:44:03.700000Z,2025-11-13T02:04:40.649000Z,,2025-11-13T02:04:41.347002Z,1237.0,CBN3YT5G,3901,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Centre,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69153893e7cc23e21a17975b,613f0ce7ced87b6731521401,AWAITING REVIEW,Not Applicable,2025-11-13T01:53:29.065000Z,2025-11-13T02:26:38.754000Z,,2025-11-13T02:26:39.200540Z,1990.0,CBN3YT5G,1370,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,46,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69153922f4a594efcb910e49,60147f790be39349d775e4f2,AWAITING REVIEW,Not Applicable,2025-11-13T01:49:37.981000Z,2025-11-13T02:09:00.484000Z,,2025-11-13T02:09:00.914472Z,1163.0,CBN3YT5G,3029,Woman (including Trans Female/Trans Woman),Doctorate degree (PhD/other),N/A,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
691539577f390dbab4f9b1aa,59d6677d416c900001ea58f3,AWAITING REVIEW,Not Applicable,2025-11-13T01:50:33.673000Z,2025-11-13T02:29:33.418000Z,,2025-11-13T02:29:33.817568Z,2340.0,CBN3YT5G,1017,Man (including Trans Male/Trans Man),High school diploma/A-levels,Centre,69,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69153a3e65e3164f164b47d2,598050c70379b400014e0034,AWAITING REVIEW,Not Applicable,2025-11-13T01:54:09.079000Z,2025-11-13T02:05:03.969000Z,,2025-11-13T02:05:04.822071Z,655.0,CBN3YT5G,1125,Woman (including Trans Female/Trans Woman),Technical/community college,N/A,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
69153bcf58858b1d852266e2,67348655740ba2af245dbe1d,AWAITING REVIEW,Not Applicable,2025-11-13T02:01:07.434000Z,2025-11-13T02:32:05.219000Z,,2025-11-13T02:32:05.813503Z,1858.0,CBN3YT5G,46,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Left,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69153ceb900b8ee611ba9cbc,5cd4ad19f014930017d35d6a,AWAITING REVIEW,Not Applicable,2025-11-13T02:05:35.966000Z,2025-11-13T03:05:43.818000Z,,2025-11-13T03:05:44.259883Z,3608.0,CBN3YT5G,907,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Right,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69153d2d35d9d8df35382f2f,5f40c670f10f171ff50afe48,AWAITING REVIEW,Not Applicable,2025-11-13T02:09:33.920000Z,2025-11-13T02:33:46.049000Z,,2025-11-13T02:33:46.475777Z,1453.0,CBN3YT5G,2486,Woman (including Trans Female/Trans Woman),Doctorate degree (PhD/other),Left,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69153d68df3ff7e9cd2e4e39,66e7111172fd5ff2983a9690,AWAITING REVIEW,Not Applicable,2025-11-13T02:07:46.665000Z,2025-11-13T02:33:31.238000Z,,2025-11-13T02:33:31.690010Z,1545.0,CBN3YT5G,370,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
69153e7e91497beffc785168,67424c6b07d7d42c5ed0511d,AWAITING REVIEW,Not Applicable,2025-11-13T02:12:19.918000Z,2025-11-13T02:55:00.572000Z,,2025-11-13T02:55:01.055702Z,2561.0,CBN3YT5G,1369,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,55,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69153e9041e194d64e36fe82,67accd6f6cc4c127268bb6ad,AWAITING REVIEW,Not Applicable,2025-11-13T02:12:37.370000Z,2025-11-13T02:47:41.715000Z,,2025-11-13T02:47:42.118016Z,2105.0,CBN3YT5G,190,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69153ece130a14363b198e86,66a1438fb853cb342ae257b5,AWAITING REVIEW,Not Applicable,2025-11-13T02:13:38.186000Z,2025-11-13T02:44:53.485000Z,,2025-11-13T02:44:53.935460Z,1876.0,CBN3YT5G,433,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Right,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
691541f3bf1e7d544d1c29dc,67ad2a2a71895bd3ece87c4d,AWAITING REVIEW,Not Applicable,2025-11-13T02:27:18.445000Z,2025-11-13T03:26:59.330000Z,,2025-11-13T03:26:59.750439Z,3581.0,CBN3YT5G,898,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Right,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915431fc5c0942f7e9a7767,6606d4f4acdc3a6b8200c0ee,AWAITING REVIEW,Not Applicable,2025-11-13T02:32:02.378000Z,2025-11-13T02:47:05.980000Z,,2025-11-13T02:47:06.408853Z,904.0,CBN3YT5G,2143,Man (including Trans Male/Trans Man),Technical/community college,Right,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69154340ab4c9af1dbcbc6d2,63d1aa0a1c6b33e628e50c18,AWAITING REVIEW,Not Applicable,2025-11-13T02:32:36.435000Z,2025-11-13T03:02:41.896000Z,,2025-11-13T03:02:42.341196Z,1806.0,CBN3YT5G,725,Woman (including Trans Female/Trans Woman),Technical/community college,Right,39,Female,White,United States,United States,United Kingdom,English,Yes,Full-Time
691543830e6c68c38e5b095e,5eb4547590acf228f8d965ae,AWAITING REVIEW,Not Applicable,2025-11-13T02:33:45.260000Z,2025-11-13T03:07:42.123000Z,,2025-11-13T03:07:42.533815Z,2037.0,CBN3YT5G,162,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),N/A,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691543d782a854ecfcddd184,676ab0235185c500d4aade6d,AWAITING REVIEW,Not Applicable,2025-11-13T02:35:08.945000Z,2025-11-13T03:00:17.420000Z,,2025-11-13T03:00:17.946698Z,1509.0,CBN3YT5G,93,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Right,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
691545c451d7a4fcf8186407,5d594f3e2e883a00165a0e66,AWAITING REVIEW,Not Applicable,2025-11-13T02:43:50.474000Z,2025-11-13T03:06:20.024000Z,,2025-11-13T03:06:20.502210Z,1350.0,CBN3YT5G,325,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Right,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915462637641e00602c9a40,6571fd9d691befe21fa61d18,AWAITING REVIEW,Not Applicable,2025-11-13T02:45:01.942000Z,2025-11-13T03:20:38.541000Z,,2025-11-13T03:20:38.955221Z,2137.0,CBN3YT5G,2145,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691547b8a9032ee849130061,673ab02669cc4fadd7431dd4,AWAITING REVIEW,Not Applicable,2025-11-13T02:51:44.821000Z,2025-11-13T03:19:37.623000Z,,2025-11-13T03:19:38.029514Z,1673.0,CBN3YT5G,203,Woman (including Trans Female/Trans Woman),Technical/community college,N/A,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915491d25efb826cc372d4b,5ef3bdbee9ae7a16241451c1,AWAITING REVIEW,Not Applicable,2025-11-13T02:57:36.721000Z,2025-11-13T03:15:24.480000Z,,2025-11-13T03:15:24.900110Z,1068.0,CBN3YT5G,1911,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Centre,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69154a67479e686f3e2e401a,676053d1c484953696284bd8,AWAITING REVIEW,Not Applicable,2025-11-13T03:03:38.912000Z,2025-11-13T03:24:28.947000Z,,2025-11-13T03:24:29.388756Z,1251.0,CBN3YT5G,73,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,21,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
69154a75d683f4643a03b1c6,6071933c3c4ea940e3e2f175,AWAITING REVIEW,Not Applicable,2025-11-13T03:03:21.945000Z,2025-11-13T03:21:52.888000Z,,2025-11-13T03:21:53.322440Z,1111.0,CBN3YT5G,2391,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69154ab754c82d07e42cf323,66868c1a85ea7e95f11025eb,AWAITING REVIEW,Not Applicable,2025-11-13T03:04:33.368000Z,2025-11-13T03:52:05.061000Z,,2025-11-13T03:52:05.470619Z,2852.0,CBN3YT5G,430,Woman (including Trans Female/Trans Woman),Technical/community college,N/A,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69154b171efa92e957046a8a,61096ec7e47204510ccb187b,AWAITING REVIEW,Not Applicable,2025-11-13T03:06:57.694000Z,2025-11-13T03:24:05.702000Z,,2025-11-13T03:24:06.114385Z,1029.0,CBN3YT5G,934,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Centre,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69154b5389939a6535f009ba,66742f469fd0def2513ddac2,AWAITING REVIEW,Not Applicable,2025-11-13T03:07:09.453000Z,2025-11-13T03:36:57.525000Z,,2025-11-13T03:36:58.055774Z,1789.0,CBN3YT5G,311,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Left,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
69154d0c0a16eb3e9667b477,601fd27860b197531ca7bdcc,AWAITING REVIEW,Not Applicable,2025-11-13T03:17:21.550000Z,2025-11-13T03:49:07.992000Z,,2025-11-13T03:49:08.448722Z,1907.0,CBN3YT5G,4076,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Right,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69154faa8129ce86f4bbbcee,665836af1376cc41158dbf5c,AWAITING REVIEW,Not Applicable,2025-11-13T03:25:39.483000Z,2025-11-13T04:10:53.935000Z,,2025-11-13T04:10:54.354674Z,2715.0,CBN3YT5G,343,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Centre,30,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
691550536fa62a2d05806d88,66508c37cc6b6304fa5ea82e,AWAITING REVIEW,Not Applicable,2025-11-13T03:28:47.308000Z,2025-11-13T04:02:37.158000Z,,2025-11-13T04:02:37.574392Z,2030.0,CBN3YT5G,80,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,N/A,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691550c1e964169ad9185e95,5d21c0dfb1e50a001c19e94c,AWAITING REVIEW,Not Applicable,2025-11-13T03:30:21.219000Z,2025-11-13T03:54:30.851000Z,,2025-11-13T03:54:31.308839Z,1450.0,CBN3YT5G,432,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691550d6f4a594efcb91104e,5c4e01960646750001b3ede4,AWAITING REVIEW,Not Applicable,2025-11-13T03:30:36.310000Z,2025-11-13T03:57:12.976000Z,,2025-11-13T03:57:13.415829Z,1597.0,CBN3YT5G,2428,Man (including Trans Male/Trans Man),Technical/community college,Right,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915542efb778b892d0cfba8,677a8e5affbe5673b3a79e6b,AWAITING REVIEW,Not Applicable,2025-11-13T03:45:00.499000Z,2025-11-13T04:36:58.156000Z,,2025-11-13T04:36:58.579318Z,3118.0,CBN3YT5G,2099,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Left,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6915558e761b0b8837c648c0,6162e2edc9c72d9868385779,AWAITING REVIEW,Not Applicable,2025-11-13T03:50:42.201000Z,2025-11-13T04:07:03.835000Z,,2025-11-13T04:07:04.253725Z,982.0,CBN3YT5G,508,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915560473230fc4caf56140,5c3f9ae8ef1d0d0001b2d5e4,AWAITING REVIEW,Not Applicable,2025-11-13T03:52:39.827000Z,2025-11-13T04:31:20.820000Z,,2025-11-13T04:31:21.242344Z,2321.0,CBN3YT5G,4674,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Centre,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691556d08fc61fb391b22195,66fc4c33d23e6dbcc76af82b,AWAITING REVIEW,Not Applicable,2025-11-13T03:56:08.357000Z,2025-11-13T04:23:21.880000Z,,2025-11-13T04:23:22.325763Z,1634.0,CBN3YT5G,798,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Centre,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691557288c6488f0c0178803,5b8bfff214e8c60001052fbd,AWAITING REVIEW,Not Applicable,2025-11-13T03:58:54.364000Z,2025-11-13T04:43:40.322000Z,,2025-11-13T04:43:40.785218Z,2686.0,CBN3YT5G,4402,Man (including Trans Male/Trans Man),Doctorate degree (PhD/other),Centre,37,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915586a5e988d3c68dd8279,6000906038fa9b150e97d81c,AWAITING REVIEW,Not Applicable,2025-11-13T04:02:50.799000Z,2025-11-13T04:26:15.897000Z,,2025-11-13T04:26:16.304745Z,1406.0,CBN3YT5G,275,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Left,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691559970bb97698af6b0bf6,5cefd79bc37f4f0018de98da,AWAITING REVIEW,Not Applicable,2025-11-13T04:07:54.559000Z,2025-11-13T04:18:03.869000Z,,2025-11-13T04:18:04.303469Z,610.0,CBN3YT5G,2518,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69155a5b1d4967cb57f9837c,5efa33c4e9f4160ffd817db9,AWAITING REVIEW,Not Applicable,2025-11-13T04:11:10.967000Z,2025-11-13T04:33:51.690000Z,,2025-11-13T04:33:52.150535Z,1361.0,CBN3YT5G,4733,Woman (including Trans Female/Trans Woman),Technical/community college,Right,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69155c1d7a4d13e236e380c8,6682df3fb2e38144feb693f6,AWAITING REVIEW,Not Applicable,2025-11-13T04:18:46.039000Z,2025-11-13T04:54:36.155000Z,,2025-11-13T04:54:36.582615Z,2151.0,CBN3YT5G,286,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Left,21,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
69155d6b1c2ef743dedb6193,5e6af189bdaa1a0b355f63ae,AWAITING REVIEW,Not Applicable,2025-11-13T04:24:18.779000Z,2025-11-13T04:59:19.677000Z,,2025-11-13T04:59:20.129498Z,2101.0,CBN3YT5G,4914,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Left,47,Female,White,United Kingdom,United States,United Kingdom,English,No,Full-Time
69155d77c89bdc1e58aaec6c,67767fa1109a4fa47a64748d,AWAITING REVIEW,Not Applicable,2025-11-13T04:24:28.089000Z,2025-11-13T05:02:20.295000Z,,2025-11-13T05:02:20.740507Z,2273.0,CBN3YT5G,121,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Centre,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69155ff3cb8483f8a5960e84,615f097035d3a6a38238039b,AWAITING REVIEW,Not Applicable,2025-11-13T04:35:05.088000Z,2025-11-13T04:53:12.452000Z,,2025-11-13T04:53:12.933612Z,1088.0,CBN3YT5G,2722,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Right,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6915602bf3fbdd58422a6ed8,671038fb26ff82aa6081d040,AWAITING REVIEW,Not Applicable,2025-11-13T04:36:15.154000Z,2025-11-13T05:08:05.592000Z,,2025-11-13T05:08:06.022866Z,1911.0,CBN3YT5G,1400,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Right,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
691560a3ebcaa3ec1b2e5b26,5a47473899311d0001df550e,AWAITING REVIEW,Not Applicable,2025-11-13T04:39:06.198000Z,2025-11-13T05:00:50.022000Z,,2025-11-13T05:00:50.448224Z,1304.0,CBN3YT5G,1349,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Left,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691562c0f8efc5cd8cf86751,670426ac729d4ec0254bedd8,AWAITING REVIEW,Not Applicable,2025-11-13T04:47:01.413000Z,2025-11-13T05:16:13.699000Z,,2025-11-13T05:16:14.131419Z,1753.0,CBN3YT5G,43,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Centre,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
691563ab0bb97698af6b0cb7,66097284b44bdd99ae430bf1,AWAITING REVIEW,Not Applicable,2025-11-13T04:51:27.377000Z,2025-11-13T05:25:12.208000Z,,2025-11-13T05:25:12.673535Z,2025.0,CBN3YT5G,812,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Centre,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
6915646763db3d4b16495374,5a513719acc75b000179bff1,AWAITING REVIEW,Not Applicable,2025-11-13T05:01:22.929000Z,2025-11-13T05:52:11.381000Z,,2025-11-13T05:52:11.795323Z,3049.0,CBN3YT5G,2487,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Left,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6915649433e58c9bb2d80676,61470066dce66ce341df39c1,AWAITING REVIEW,Not Applicable,2025-11-13T04:54:47.091000Z,2025-11-13T05:08:57.944000Z,,2025-11-13T05:08:58.332186Z,851.0,CBN3YT5G,812,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691564a953ca193ec54f3cbb,59fabb7e38ed430001be6965,AWAITING REVIEW,Not Applicable,2025-11-13T04:55:10.040000Z,2025-11-13T05:53:12.781000Z,,2025-11-13T05:53:13.182583Z,3483.0,CBN3YT5G,2295,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Right,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691564ae1f4c0a367f173553,65cfa0cbe181af6a9d2bc3f9,AWAITING REVIEW,Not Applicable,2025-11-13T04:55:17.398000Z,2025-11-13T05:17:44.458000Z,,2025-11-13T05:17:44.946685Z,1348.0,CBN3YT5G,37,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Centre,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
691565b95bb7e6ffc237d62f,6151e69a392433707e7a9dfb,AWAITING REVIEW,Not Applicable,2025-11-13T04:59:45.466000Z,2025-11-13T05:39:34.964000Z,,2025-11-13T05:39:35.396267Z,2390.0,CBN3YT5G,2865,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,28,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
69156634fb8046658f684998,612241f2e121c7af36f3b6e0,AWAITING REVIEW,Not Applicable,2025-11-13T05:01:44.999000Z,2025-11-13T05:39:14.141000Z,,2025-11-13T05:39:14.563150Z,2250.0,CBN3YT5G,2538,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Centre,43,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69156714e754af27ec542404,663b88bfc26125e23f752e31,AWAITING REVIEW,Not Applicable,2025-11-13T05:05:47.671000Z,2025-11-13T05:48:53.371000Z,,2025-11-13T05:48:53.769950Z,2586.0,CBN3YT5G,1701,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
691567d1fa31f8c3081f7b7e,5ef7783026861249d8eb58ef,AWAITING REVIEW,Not Applicable,2025-11-13T05:08:39.679000Z,2025-11-13T05:58:05.513000Z,,2025-11-13T05:58:05.912372Z,2966.0,CBN3YT5G,4690,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Right,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
69156826b509626b66684e14,6486a553007b81f8f2d486f6,AWAITING REVIEW,Not Applicable,2025-11-13T05:10:03.014000Z,2025-11-13T05:28:50.191000Z,,2025-11-13T05:28:50.577544Z,1128.0,CBN3YT5G,476,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Centre,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
691569bbca3e6dc93af00ffd,59900f959d487e0001ac3a8e,AWAITING REVIEW,Not Applicable,2025-11-13T05:16:46.792000Z,2025-11-13T05:38:02.605000Z,,2025-11-13T05:38:03.021488Z,1276.0,CBN3YT5G,770,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Centre,35,Female,White,Australia,United Kingdom,United Kingdom,English,No,Part-Time
